,state,year,month,indicator,overdose_deaths,state_name,Date_Month_Year
7734,DC,2020,11.0,Number of Drug Overdose Deaths,521,District of Columbia,11 2020
7745,DC,2020,10.0,Number of Drug Overdose Deaths,517,District of Columbia,10 2020
7763,DC,2020,9.0,Number of Drug Overdose Deaths,513,District of Columbia,9 2020
7775,DC,2021,4.0,Number of Drug Overdose Deaths,499,District of Columbia,4 2021
7784,DC,2021,8.0,Number of Drug Overdose Deaths,513,District of Columbia,8 2021
7793,DC,2021,12.0,Number of Drug Overdose Deaths,541,District of Columbia,12 2021
7807,DC,2021,2.0,Number of Drug Overdose Deaths,514,District of Columbia,2 2021
7818,DC,2021,1.0,Number of Drug Overdose Deaths,514,District of Columbia,1 2021
7835,DC,2021,7.0,Number of Drug Overdose Deaths,523,District of Columbia,7 2021
7846,DC,2021,6.0,Number of Drug Overdose Deaths,504,District of Columbia,6 2021
7855,DC,2021,3.0,Number of Drug Overdose Deaths,519,District of Columbia,3 2021
7870,DC,2021,5.0,Number of Drug Overdose Deaths,499,District of Columbia,5 2021
7880,DC,2021,11.0,Number of Drug Overdose Deaths,523,District of Columbia,11 2021
7894,DC,2021,10.0,Number of Drug Overdose Deaths,516,District of Columbia,10 2021
7905,DC,2021,9.0,Number of Drug Overdose Deaths,518,District of Columbia,9 2021
7913,DC,2022,4.0,Number of Drug Overdose Deaths,549,District of Columbia,4 2022
7927,DC,2022,8.0,Number of Drug Overdose Deaths,527,District of Columbia,8 2022
7936,DC,2022,2.0,Number of Drug Overdose Deaths,545,District of Columbia,2 2022
7950,DC,2022,1.0,Number of Drug Overdose Deaths,535,District of Columbia,1 2022
7961,DC,2022,7.0,Number of Drug Overdose Deaths,530,District of Columbia,7 2022
7979,DC,2022,6.0,Number of Drug Overdose Deaths,544,District of Columbia,6 2022
7987,DC,2022,3.0,Number of Drug Overdose Deaths,542,District of Columbia,3 2022
8003,DC,2022,5.0,Number of Drug Overdose Deaths,543,District of Columbia,5 2022
8009,DE,2015,4.0,Number of Drug Overdose Deaths,200,Delaware,4 2015
8026,DE,2015,8.0,Number of Drug Overdose Deaths,192,Delaware,8 2015
8029,DE,2015,12.0,Number of Drug Overdose Deaths,195,Delaware,12 2015
8050,DE,2015,2.0,Number of Drug Overdose Deaths,208,Delaware,2 2015
8063,DE,2015,1.0,Number of Drug Overdose Deaths,210,Delaware,1 2015
8075,DE,2015,7.0,Number of Drug Overdose Deaths,202,Delaware,7 2015
8083,DE,2015,6.0,Number of Drug Overdose Deaths,199,Delaware,6 2015
8093,DE,2015,3.0,Number of Drug Overdose Deaths,208,Delaware,3 2015
8109,DE,2015,5.0,Number of Drug Overdose Deaths,195,Delaware,5 2015
8115,DE,2015,11.0,Number of Drug Overdose Deaths,194,Delaware,11 2015
8133,DE,2015,10.0,Number of Drug Overdose Deaths,187,Delaware,10 2015
8136,DE,2015,9.0,Number of Drug Overdose Deaths,201,Delaware,9 2015
8155,DE,2016,4.0,Number of Drug Overdose Deaths,199,Delaware,4 2016
8170,DE,2016,8.0,Number of Drug Overdose Deaths,245,Delaware,8 2016
8175,DE,2016,12.0,Number of Drug Overdose Deaths,285,Delaware,12 2016
8191,DE,2016,2.0,Number of Drug Overdose Deaths,189,Delaware,2 2016
8206,DE,2016,1.0,Number of Drug Overdose Deaths,181,Delaware,1 2016
8215,DE,2016,7.0,Number of Drug Overdose Deaths,233,Delaware,7 2016
8230,DE,2016,6.0,Number of Drug Overdose Deaths,221,Delaware,6 2016
8241,DE,2016,3.0,Number of Drug Overdose Deaths,188,Delaware,3 2016
8252,DE,2016,5.0,Number of Drug Overdose Deaths,216,Delaware,5 2016
8263,DE,2016,11.0,Number of Drug Overdose Deaths,268,Delaware,11 2016
8277,DE,2016,10.0,Number of Drug Overdose Deaths,254,Delaware,10 2016
8289,DE,2016,9.0,Number of Drug Overdose Deaths,245,Delaware,9 2016
8302,DE,2017,4.0,Number of Drug Overdose Deaths,313,Delaware,4 2017
8315,DE,2017,8.0,Number of Drug Overdose Deaths,326,Delaware,8 2017
8327,DE,2017,12.0,Number of Drug Overdose Deaths,341,Delaware,12 2017
8337,DE,2017,2.0,Number of Drug Overdose Deaths,309,Delaware,2 2017
8351,DE,2017,1.0,Number of Drug Overdose Deaths,310,Delaware,1 2017
8362,DE,2017,7.0,Number of Drug Overdose Deaths,320,Delaware,7 2017
8369,DE,2017,6.0,Number of Drug Overdose Deaths,313,Delaware,6 2017
8385,DE,2017,3.0,Number of Drug Overdose Deaths,312,Delaware,3 2017
8398,DE,2017,5.0,Number of Drug Overdose Deaths,310,Delaware,5 2017
8409,DE,2017,11.0,Number of Drug Overdose Deaths,345,Delaware,11 2017
8420,DE,2017,10.0,Number of Drug Overdose Deaths,338,Delaware,10 2017
8426,DE,2017,9.0,Number of Drug Overdose Deaths,329,Delaware,9 2017
8444,DE,2018,4.0,Number of Drug Overdose Deaths,360,Delaware,4 2018
8458,DE,2018,8.0,Number of Drug Overdose Deaths,381,Delaware,8 2018
8471,DE,2018,12.0,Number of Drug Overdose Deaths,399,Delaware,12 2018
8482,DE,2018,2.0,Number of Drug Overdose Deaths,338,Delaware,2 2018
8494,DE,2018,1.0,Number of Drug Overdose Deaths,330,Delaware,1 2018
8505,DE,2018,7.0,Number of Drug Overdose Deaths,363,Delaware,7 2018
8518,DE,2018,6.0,Number of Drug Overdose Deaths,367,Delaware,6 2018
8530,DE,2018,3.0,Number of Drug Overdose Deaths,354,Delaware,3 2018
8543,DE,2018,5.0,Number of Drug Overdose Deaths,366,Delaware,5 2018
8555,DE,2018,11.0,Number of Drug Overdose Deaths,405,Delaware,11 2018
8562,DE,2018,10.0,Number of Drug Overdose Deaths,406,Delaware,10 2018
8572,DE,2018,9.0,Number of Drug Overdose Deaths,393,Delaware,9 2018
8584,DE,2019,4.0,Number of Drug Overdose Deaths,392,Delaware,4 2019
8598,DE,2019,8.0,Number of Drug Overdose Deaths,421,Delaware,8 2019
8614,DE,2019,12.0,Number of Drug Overdose Deaths,423,Delaware,12 2019
8626,DE,2019,2.0,Number of Drug Overdose Deaths,401,Delaware,2 2019
8630,DE,2019,1.0,Number of Drug Overdose Deaths,403,Delaware,1 2019
8649,DE,2019,7.0,Number of Drug Overdose Deaths,427,Delaware,7 2019
8662,DE,2019,6.0,Number of Drug Overdose Deaths,418,Delaware,6 2019
8670,DE,2019,3.0,Number of Drug Overdose Deaths,394,Delaware,3 2019
8687,DE,2019,5.0,Number of Drug Overdose Deaths,404,Delaware,5 2019
8699,DE,2019,11.0,Number of Drug Overdose Deaths,399,Delaware,11 2019
8708,DE,2019,10.0,Number of Drug Overdose Deaths,407,Delaware,10 2019
8719,DE,2019,9.0,Number of Drug Overdose Deaths,416,Delaware,9 2019
8735,DE,2020,4.0,Number of Drug Overdose Deaths,463,Delaware,4 2020
8745,DE,2020,8.0,Number of Drug Overdose Deaths,473,Delaware,8 2020
8756,DE,2020,12.0,Number of Drug Overdose Deaths,449,Delaware,12 2020
8766,DE,2020,2.0,Number of Drug Overdose Deaths,447,Delaware,2 2020
8783,DE,2020,1.0,Number of Drug Overdose Deaths,428,Delaware,1 2020
8792,DE,2020,7.0,Number of Drug Overdose Deaths,475,Delaware,7 2020
8806,DE,2020,6.0,Number of Drug Overdose Deaths,476,Delaware,6 2020
8816,DE,2020,3.0,Number of Drug Overdose Deaths,454,Delaware,3 2020
8827,DE,2020,5.0,Number of Drug Overdose Deaths,472,Delaware,5 2020
8838,DE,2020,11.0,Number of Drug Overdose Deaths,467,Delaware,11 2020
8849,DE,2020,10.0,Number of Drug Overdose Deaths,475,Delaware,10 2020
8867,DE,2020,9.0,Number of Drug Overdose Deaths,476,Delaware,9 2020
8879,DE,2021,4.0,Number of Drug Overdose Deaths,460,Delaware,4 2021
8888,DE,2021,8.0,Number of Drug Overdose Deaths,447,Delaware,8 2021
8897,DE,2021,12.0,Number of Drug Overdose Deaths,502,Delaware,12 2021
8911,DE,2021,2.0,Number of Drug Overdose Deaths,449,Delaware,2 2021
8922,DE,2021,1.0,Number of Drug Overdose Deaths,456,Delaware,1 2021
8939,DE,2021,7.0,Number of Drug Overdose Deaths,445,Delaware,7 2021
8950,DE,2021,6.0,Number of Drug Overdose Deaths,452,Delaware,6 2021
8959,DE,2021,3.0,Number of Drug Overdose Deaths,460,Delaware,3 2021
8974,DE,2021,5.0,Number of Drug Overdose Deaths,456,Delaware,5 2021
8984,DE,2021,11.0,Number of Drug Overdose Deaths,476,Delaware,11 2021
8998,DE,2021,10.0,Number of Drug Overdose Deaths,457,Delaware,10 2021
9009,DE,2021,9.0,Number of Drug Overdose Deaths,440,Delaware,9 2021
9017,DE,2022,4.0,Number of Drug Overdose Deaths,504,Delaware,4 2022
9031,DE,2022,8.0,Number of Drug Overdose Deaths,526,Delaware,8 2022
9040,DE,2022,2.0,Number of Drug Overdose Deaths,508,Delaware,2 2022
9054,DE,2022,1.0,Number of Drug Overdose Deaths,507,Delaware,1 2022
9065,DE,2022,7.0,Number of Drug Overdose Deaths,524,Delaware,7 2022
9083,DE,2022,6.0,Number of Drug Overdose Deaths,519,Delaware,6 2022
9091,DE,2022,3.0,Number of Drug Overdose Deaths,505,Delaware,3 2022
9107,DE,2022,5.0,Number of Drug Overdose Deaths,515,Delaware,5 2022
9113,FL,2015,4.0,Number of Drug Overdose Deaths,2886,Florida,4 2015
9130,FL,2015,8.0,Number of Drug Overdose Deaths,3204,Florida,8 2015
9133,FL,2015,12.0,Number of Drug Overdose Deaths,3352,Florida,12 2015
9154,FL,2015,2.0,Number of Drug Overdose Deaths,2824,Florida,2 2015
9167,FL,2015,1.0,Number of Drug Overdose Deaths,2755,Florida,1 2015
9179,FL,2015,7.0,Number of Drug Overdose Deaths,3117,Florida,7 2015
9187,FL,2015,6.0,Number of Drug Overdose Deaths,2983,Florida,6 2015
9197,FL,2015,3.0,Number of Drug Overdose Deaths,2862,Florida,3 2015
9213,FL,2015,5.0,Number of Drug Overdose Deaths,2958,Florida,5 2015
9219,FL,2015,11.0,Number of Drug Overdose Deaths,3340,Florida,11 2015
9237,FL,2015,10.0,Number of Drug Overdose Deaths,3341,Florida,10 2015
9240,FL,2015,9.0,Number of Drug Overdose Deaths,3270,Florida,9 2015
9259,FL,2016,4.0,Number of Drug Overdose Deaths,3703,Florida,4 2016
9274,FL,2016,8.0,Number of Drug Overdose Deaths,4091,Florida,8 2016
9279,FL,2016,12.0,Number of Drug Overdose Deaths,4996,Florida,12 2016
9295,FL,2016,2.0,Number of Drug Overdose Deaths,3401,Florida,2 2016
9310,FL,2016,1.0,Number of Drug Overdose Deaths,3324,Florida,1 2016
9319,FL,2016,7.0,Number of Drug Overdose Deaths,3973,Florida,7 2016
9334,FL,2016,6.0,Number of Drug Overdose Deaths,3843,Florida,6 2016
9345,FL,2016,3.0,Number of Drug Overdose Deaths,3596,Florida,3 2016
9356,FL,2016,5.0,Number of Drug Overdose Deaths,3759,Florida,5 2016
9367,FL,2016,11.0,Number of Drug Overdose Deaths,4836,Florida,11 2016
9381,FL,2016,10.0,Number of Drug Overdose Deaths,4579,Florida,10 2016
9393,FL,2016,9.0,Number of Drug Overdose Deaths,4279,Florida,9 2016
9406,FL,2017,4.0,Number of Drug Overdose Deaths,5386,Florida,4 2017
9419,FL,2017,8.0,Number of Drug Overdose Deaths,5627,Florida,8 2017
9431,FL,2017,12.0,Number of Drug Overdose Deaths,5440,Florida,12 2017
9441,FL,2017,2.0,Number of Drug Overdose Deaths,5230,Florida,2 2017
9455,FL,2017,1.0,Number of Drug Overdose Deaths,5179,Florida,1 2017
9466,FL,2017,7.0,Number of Drug Overdose Deaths,5602,Florida,7 2017
9473,FL,2017,6.0,Number of Drug Overdose Deaths,5676,Florida,6 2017
9489,FL,2017,3.0,Number of Drug Overdose Deaths,5287,Florida,3 2017
9502,FL,2017,5.0,Number of Drug Overdose Deaths,5535,Florida,5 2017
9513,FL,2017,11.0,Number of Drug Overdose Deaths,5415,Florida,11 2017
9524,FL,2017,10.0,Number of Drug Overdose Deaths,5475,Florida,10 2017
9530,FL,2017,9.0,Number of Drug Overdose Deaths,5592,Florida,9 2017
9548,FL,2018,4.0,Number of Drug Overdose Deaths,5272,Florida,4 2018
9562,FL,2018,8.0,Number of Drug Overdose Deaths,5062,Florida,8 2018
9575,FL,2018,12.0,Number of Drug Overdose Deaths,4936,Florida,12 2018
9586,FL,2018,2.0,Number of Drug Overdose Deaths,5419,Florida,2 2018
9598,FL,2018,1.0,Number of Drug Overdose Deaths,5451,Florida,1 2018
9609,FL,2018,7.0,Number of Drug Overdose Deaths,5141,Florida,7 2018
9622,FL,2018,6.0,Number of Drug Overdose Deaths,5136,Florida,6 2018
9634,FL,2018,3.0,Number of Drug Overdose Deaths,5292,Florida,3 2018
9647,FL,2018,5.0,Number of Drug Overdose Deaths,5235,Florida,5 2018
9659,FL,2018,11.0,Number of Drug Overdose Deaths,4968,Florida,11 2018
9666,FL,2018,10.0,Number of Drug Overdose Deaths,4954,Florida,10 2018
9676,FL,2018,9.0,Number of Drug Overdose Deaths,5006,Florida,9 2018
9688,FL,2019,4.0,Number of Drug Overdose Deaths,4987,Florida,4 2019
9702,FL,2019,8.0,Number of Drug Overdose Deaths,5153,Florida,8 2019
9718,FL,2019,12.0,Number of Drug Overdose Deaths,5524,Florida,12 2019
9730,FL,2019,2.0,Number of Drug Overdose Deaths,4937,Florida,2 2019
9734,FL,2019,1.0,Number of Drug Overdose Deaths,4921,Florida,1 2019
9753,FL,2019,7.0,Number of Drug Overdose Deaths,5097,Florida,7 2019
9766,FL,2019,6.0,Number of Drug Overdose Deaths,5043,Florida,6 2019
9774,FL,2019,3.0,Number of Drug Overdose Deaths,4961,Florida,3 2019
9791,FL,2019,5.0,Number of Drug Overdose Deaths,4957,Florida,5 2019
9803,FL,2019,11.0,Number of Drug Overdose Deaths,5473,Florida,11 2019
9812,FL,2019,10.0,Number of Drug Overdose Deaths,5397,Florida,10 2019
9823,FL,2019,9.0,Number of Drug Overdose Deaths,5251,Florida,9 2019
9839,FL,2020,4.0,Number of Drug Overdose Deaths,6238,Florida,4 2020
9849,FL,2020,8.0,Number of Drug Overdose Deaths,7249,Florida,8 2020
9860,FL,2020,12.0,Number of Drug Overdose Deaths,7568,Florida,12 2020
9870,FL,2020,2.0,Number of Drug Overdose Deaths,5777,Florida,2 2020
9887,FL,2020,1.0,Number of Drug Overdose Deaths,5638,Florida,1 2020
9896,FL,2020,7.0,Number of Drug Overdose Deaths,7049,Florida,7 2020
9910,FL,2020,6.0,Number of Drug Overdose Deaths,6833,Florida,6 2020
9920,FL,2020,3.0,Number of Drug Overdose Deaths,6002,Florida,3 2020
9931,FL,2020,5.0,Number of Drug Overdose Deaths,6633,Florida,5 2020
9942,FL,2020,11.0,Number of Drug Overdose Deaths,7512,Florida,11 2020
9953,FL,2020,10.0,Number of Drug Overdose Deaths,7444,Florida,10 2020
9971,FL,2020,9.0,Number of Drug Overdose Deaths,7422,Florida,9 2020
9983,FL,2021,4.0,Number of Drug Overdose Deaths,7854,Florida,4 2021
9992,FL,2021,8.0,Number of Drug Overdose Deaths,7908,Florida,8 2021
10001,FL,2021,12.0,Number of Drug Overdose Deaths,8163,Florida,12 2021
10015,FL,2021,2.0,Number of Drug Overdose Deaths,7709,Florida,2 2021
10026,FL,2021,1.0,Number of Drug Overdose Deaths,7670,Florida,1 2021
10043,FL,2021,7.0,Number of Drug Overdose Deaths,7851,Florida,7 2021
10054,FL,2021,6.0,Number of Drug Overdose Deaths,7839,Florida,6 2021
10063,FL,2021,3.0,Number of Drug Overdose Deaths,7764,Florida,3 2021
10078,FL,2021,5.0,Number of Drug Overdose Deaths,7738,Florida,5 2021
10088,FL,2021,11.0,Number of Drug Overdose Deaths,8066,Florida,11 2021
10102,FL,2021,10.0,Number of Drug Overdose Deaths,8018,Florida,10 2021
10113,FL,2021,9.0,Number of Drug Overdose Deaths,7903,Florida,9 2021
10121,FL,2022,4.0,Number of Drug Overdose Deaths,8122,Florida,4 2022
10135,FL,2022,8.0,Number of Drug Overdose Deaths,7749,Florida,8 2022
10144,FL,2022,2.0,Number of Drug Overdose Deaths,8195,Florida,2 2022
10158,FL,2022,1.0,Number of Drug Overdose Deaths,8141,Florida,1 2022
10169,FL,2022,7.0,Number of Drug Overdose Deaths,7900,Florida,7 2022
10187,FL,2022,6.0,Number of Drug Overdose Deaths,7945,Florida,6 2022
10195,FL,2022,3.0,Number of Drug Overdose Deaths,8250,Florida,3 2022
10211,FL,2022,5.0,Number of Drug Overdose Deaths,8093,Florida,5 2022
10217,GA,2015,4.0,Number of Drug Overdose Deaths,1270,Georgia,4 2015
10234,GA,2015,8.0,Number of Drug Overdose Deaths,1327,Georgia,8 2015
10237,GA,2015,12.0,Number of Drug Overdose Deaths,1308,Georgia,12 2015
10258,GA,2015,2.0,Number of Drug Overdose Deaths,1235,Georgia,2 2015
10271,GA,2015,1.0,Number of Drug Overdose Deaths,1206,Georgia,1 2015
10283,GA,2015,7.0,Number of Drug Overdose Deaths,1330,Georgia,7 2015
10291,GA,2015,6.0,Number of Drug Overdose Deaths,1311,Georgia,6 2015
10301,GA,2015,3.0,Number of Drug Overdose Deaths,1257,Georgia,3 2015
10317,GA,2015,5.0,Number of Drug Overdose Deaths,1289,Georgia,5 2015
10323,GA,2015,11.0,Number of Drug Overdose Deaths,1315,Georgia,11 2015
10341,GA,2015,10.0,Number of Drug Overdose Deaths,1337,Georgia,10 2015
10344,GA,2015,9.0,Number of Drug Overdose Deaths,1314,Georgia,9 2015
10363,GA,2016,4.0,Number of Drug Overdose Deaths,1291,Georgia,4 2016
10378,GA,2016,8.0,Number of Drug Overdose Deaths,1275,Georgia,8 2016
10383,GA,2016,12.0,Number of Drug Overdose Deaths,1370,Georgia,12 2016
10399,GA,2016,2.0,Number of Drug Overdose Deaths,1277,Georgia,2 2016
10414,GA,2016,1.0,Number of Drug Overdose Deaths,1299,Georgia,1 2016
10423,GA,2016,7.0,Number of Drug Overdose Deaths,1270,Georgia,7 2016
10438,GA,2016,6.0,Number of Drug Overdose Deaths,1279,Georgia,6 2016
10449,GA,2016,3.0,Number of Drug Overdose Deaths,1278,Georgia,3 2016
10460,GA,2016,5.0,Number of Drug Overdose Deaths,1268,Georgia,5 2016
10471,GA,2016,11.0,Number of Drug Overdose Deaths,1344,Georgia,11 2016
10485,GA,2016,10.0,Number of Drug Overdose Deaths,1298,Georgia,10 2016
10497,GA,2016,9.0,Number of Drug Overdose Deaths,1289,Georgia,9 2016
10510,GA,2017,4.0,Number of Drug Overdose Deaths,1467,Georgia,4 2017
10523,GA,2017,8.0,Number of Drug Overdose Deaths,1501,Georgia,8 2017
10535,GA,2017,12.0,Number of Drug Overdose Deaths,1516,Georgia,12 2017
10545,GA,2017,2.0,Number of Drug Overdose Deaths,1418,Georgia,2 2017
10559,GA,2017,1.0,Number of Drug Overdose Deaths,1398,Georgia,1 2017
10570,GA,2017,7.0,Number of Drug Overdose Deaths,1493,Georgia,7 2017
10577,GA,2017,6.0,Number of Drug Overdose Deaths,1485,Georgia,6 2017
10593,GA,2017,3.0,Number of Drug Overdose Deaths,1436,Georgia,3 2017
10606,GA,2017,5.0,Number of Drug Overdose Deaths,1484,Georgia,5 2017
10617,GA,2017,11.0,Number of Drug Overdose Deaths,1506,Georgia,11 2017
10628,GA,2017,10.0,Number of Drug Overdose Deaths,1520,Georgia,10 2017
10634,GA,2017,9.0,Number of Drug Overdose Deaths,1499,Georgia,9 2017
10652,GA,2018,4.0,Number of Drug Overdose Deaths,1435,Georgia,4 2018
10666,GA,2018,8.0,Number of Drug Overdose Deaths,1444,Georgia,8 2018
10679,GA,2018,12.0,Number of Drug Overdose Deaths,1375,Georgia,12 2018
10690,GA,2018,2.0,Number of Drug Overdose Deaths,1459,Georgia,2 2018
10702,GA,2018,1.0,Number of Drug Overdose Deaths,1479,Georgia,1 2018
10713,GA,2018,7.0,Number of Drug Overdose Deaths,1442,Georgia,7 2018
10726,GA,2018,6.0,Number of Drug Overdose Deaths,1436,Georgia,6 2018
10738,GA,2018,3.0,Number of Drug Overdose Deaths,1467,Georgia,3 2018
10751,GA,2018,5.0,Number of Drug Overdose Deaths,1440,Georgia,5 2018
10763,GA,2018,11.0,Number of Drug Overdose Deaths,1397,Georgia,11 2018
10770,GA,2018,10.0,Number of Drug Overdose Deaths,1421,Georgia,10 2018
10780,GA,2018,9.0,Number of Drug Overdose Deaths,1460,Georgia,9 2018
10792,GA,2019,4.0,Number of Drug Overdose Deaths,1376,Georgia,4 2019
10806,GA,2019,8.0,Number of Drug Overdose Deaths,1381,Georgia,8 2019
10822,GA,2019,12.0,Number of Drug Overdose Deaths,1378,Georgia,12 2019
10834,GA,2019,2.0,Number of Drug Overdose Deaths,1383,Georgia,2 2019
10838,GA,2019,1.0,Number of Drug Overdose Deaths,1384,Georgia,1 2019
10857,GA,2019,7.0,Number of Drug Overdose Deaths,1352,Georgia,7 2019
10870,GA,2019,6.0,Number of Drug Overdose Deaths,1361,Georgia,6 2019
10878,GA,2019,3.0,Number of Drug Overdose Deaths,1371,Georgia,3 2019
10895,GA,2019,5.0,Number of Drug Overdose Deaths,1380,Georgia,5 2019
10907,GA,2019,11.0,Number of Drug Overdose Deaths,1381,Georgia,11 2019
10916,GA,2019,10.0,Number of Drug Overdose Deaths,1376,Georgia,10 2019
10927,GA,2019,9.0,Number of Drug Overdose Deaths,1380,Georgia,9 2019
10943,GA,2020,4.0,Number of Drug Overdose Deaths,1515,Georgia,4 2020
10953,GA,2020,8.0,Number of Drug Overdose Deaths,1719,Georgia,8 2020
10964,GA,2020,12.0,Number of Drug Overdose Deaths,1868,Georgia,12 2020
10974,GA,2020,2.0,Number of Drug Overdose Deaths,1430,Georgia,2 2020
10991,GA,2020,1.0,Number of Drug Overdose Deaths,1390,Georgia,1 2020
11000,GA,2020,7.0,Number of Drug Overdose Deaths,1711,Georgia,7 2020
11014,GA,2020,6.0,Number of Drug Overdose Deaths,1636,Georgia,6 2020
11024,GA,2020,3.0,Number of Drug Overdose Deaths,1451,Georgia,3 2020
11035,GA,2020,5.0,Number of Drug Overdose Deaths,1564,Georgia,5 2020
11046,GA,2020,11.0,Number of Drug Overdose Deaths,1822,Georgia,11 2020
11057,GA,2020,10.0,Number of Drug Overdose Deaths,1790,Georgia,10 2020
11075,GA,2020,9.0,Number of Drug Overdose Deaths,1746,Georgia,9 2020
11087,GA,2021,4.0,Number of Drug Overdose Deaths,2077,Georgia,4 2021
11096,GA,2021,8.0,Number of Drug Overdose Deaths,2177,Georgia,8 2021
11105,GA,2021,12.0,Number of Drug Overdose Deaths,2438,Georgia,12 2021
11119,GA,2021,2.0,Number of Drug Overdose Deaths,1983,Georgia,2 2021
11130,GA,2021,1.0,Number of Drug Overdose Deaths,1916,Georgia,1 2021
11147,GA,2021,7.0,Number of Drug Overdose Deaths,2135,Georgia,7 2021
11158,GA,2021,6.0,Number of Drug Overdose Deaths,2143,Georgia,6 2021
11167,GA,2021,3.0,Number of Drug Overdose Deaths,2038,Georgia,3 2021
11182,GA,2021,5.0,Number of Drug Overdose Deaths,2134,Georgia,5 2021
11192,GA,2021,11.0,Number of Drug Overdose Deaths,2357,Georgia,11 2021
11206,GA,2021,10.0,Number of Drug Overdose Deaths,2314,Georgia,10 2021
11217,GA,2021,9.0,Number of Drug Overdose Deaths,2245,Georgia,9 2021
11225,GA,2022,4.0,Number of Drug Overdose Deaths,2498,Georgia,4 2022
11239,GA,2022,8.0,Number of Drug Overdose Deaths,2483,Georgia,8 2022
11248,GA,2022,2.0,Number of Drug Overdose Deaths,2488,Georgia,2 2022
11262,GA,2022,1.0,Number of Drug Overdose Deaths,2494,Georgia,1 2022
11273,GA,2022,7.0,Number of Drug Overdose Deaths,2514,Georgia,7 2022
11291,GA,2022,6.0,Number of Drug Overdose Deaths,2508,Georgia,6 2022
11299,GA,2022,3.0,Number of Drug Overdose Deaths,2492,Georgia,3 2022
11315,GA,2022,5.0,Number of Drug Overdose Deaths,2473,Georgia,5 2022
11321,HI,2015,4.0,Number of Drug Overdose Deaths,157,Hawaii,4 2015
11338,HI,2015,8.0,Number of Drug Overdose Deaths,149,Hawaii,8 2015
11341,HI,2015,12.0,Number of Drug Overdose Deaths,171,Hawaii,12 2015
11362,HI,2015,2.0,Number of Drug Overdose Deaths,161,Hawaii,2 2015
11375,HI,2015,1.0,Number of Drug Overdose Deaths,157,Hawaii,1 2015
11387,HI,2015,7.0,Number of Drug Overdose Deaths,147,Hawaii,7 2015
11395,HI,2015,6.0,Number of Drug Overdose Deaths,147,Hawaii,6 2015
11405,HI,2015,3.0,Number of Drug Overdose Deaths,158,Hawaii,3 2015
11421,HI,2015,5.0,Number of Drug Overdose Deaths,163,Hawaii,5 2015
11427,HI,2015,11.0,Number of Drug Overdose Deaths,165,Hawaii,11 2015
11445,HI,2015,10.0,Number of Drug Overdose Deaths,156,Hawaii,10 2015
11448,HI,2015,9.0,Number of Drug Overdose Deaths,153,Hawaii,9 2015
11467,HI,2016,4.0,Number of Drug Overdose Deaths,191,Hawaii,4 2016
11482,HI,2016,8.0,Number of Drug Overdose Deaths,203,Hawaii,8 2016
11487,HI,2016,12.0,Number of Drug Overdose Deaths,199,Hawaii,12 2016
11503,HI,2016,2.0,Number of Drug Overdose Deaths,181,Hawaii,2 2016
11518,HI,2016,1.0,Number of Drug Overdose Deaths,174,Hawaii,1 2016
11527,HI,2016,7.0,Number of Drug Overdose Deaths,193,Hawaii,7 2016
11542,HI,2016,6.0,Number of Drug Overdose Deaths,194,Hawaii,6 2016
11553,HI,2016,3.0,Number of Drug Overdose Deaths,187,Hawaii,3 2016
11564,HI,2016,5.0,Number of Drug Overdose Deaths,190,Hawaii,5 2016
11575,HI,2016,11.0,Number of Drug Overdose Deaths,195,Hawaii,11 2016
11589,HI,2016,10.0,Number of Drug Overdose Deaths,193,Hawaii,10 2016
11601,HI,2016,9.0,Number of Drug Overdose Deaths,194,Hawaii,9 2016
11614,HI,2017,4.0,Number of Drug Overdose Deaths,180,Hawaii,4 2017
11627,HI,2017,8.0,Number of Drug Overdose Deaths,188,Hawaii,8 2017
11639,HI,2017,12.0,Number of Drug Overdose Deaths,202,Hawaii,12 2017
11649,HI,2017,2.0,Number of Drug Overdose Deaths,190,Hawaii,2 2017
11663,HI,2017,1.0,Number of Drug Overdose Deaths,203,Hawaii,1 2017
11674,HI,2017,7.0,Number of Drug Overdose Deaths,193,Hawaii,7 2017
11681,HI,2017,6.0,Number of Drug Overdose Deaths,188,Hawaii,6 2017
11697,HI,2017,3.0,Number of Drug Overdose Deaths,182,Hawaii,3 2017
11710,HI,2017,5.0,Number of Drug Overdose Deaths,190,Hawaii,5 2017
11721,HI,2017,11.0,Number of Drug Overdose Deaths,201,Hawaii,11 2017
11732,HI,2017,10.0,Number of Drug Overdose Deaths,199,Hawaii,10 2017
11738,HI,2017,9.0,Number of Drug Overdose Deaths,196,Hawaii,9 2017
11756,HI,2018,4.0,Number of Drug Overdose Deaths,233,Hawaii,4 2018
11770,HI,2018,8.0,Number of Drug Overdose Deaths,217,Hawaii,8 2018
11783,HI,2018,12.0,Number of Drug Overdose Deaths,212,Hawaii,12 2018
11794,HI,2018,2.0,Number of Drug Overdose Deaths,213,Hawaii,2 2018
11806,HI,2018,1.0,Number of Drug Overdose Deaths,202,Hawaii,1 2018
11817,HI,2018,7.0,Number of Drug Overdose Deaths,222,Hawaii,7 2018
11830,HI,2018,6.0,Number of Drug Overdose Deaths,222,Hawaii,6 2018
11842,HI,2018,3.0,Number of Drug Overdose Deaths,221,Hawaii,3 2018
11855,HI,2018,5.0,Number of Drug Overdose Deaths,216,Hawaii,5 2018
