,state,year,month,indicator,overdose_deaths,state_name,Date_Month_Year
13199,IA,2020,1,Number of Drug Overdose Deaths,346,Iowa,1 2020
13208,IA,2020,7,Number of Drug Overdose Deaths,413,Iowa,7 2020
13222,IA,2020,6,Number of Drug Overdose Deaths,417,Iowa,6 2020
13232,IA,2020,3,Number of Drug Overdose Deaths,374,Iowa,3 2020
13243,IA,2020,5,Number of Drug Overdose Deaths,398,Iowa,5 2020
13254,IA,2020,11,Number of Drug Overdose Deaths,429,Iowa,11 2020
13265,IA,2020,10,Number of Drug Overdose Deaths,427,Iowa,10 2020
13283,IA,2020,9,Number of Drug Overdose Deaths,418,Iowa,9 2020
13295,IA,2021,4,Number of Drug Overdose Deaths,425,Iowa,4 2021
13304,IA,2021,8,Number of Drug Overdose Deaths,463,Iowa,8 2021
13313,IA,2021,12,Number of Drug Overdose Deaths,471,Iowa,12 2021
13327,IA,2021,2,Number of Drug Overdose Deaths,422,Iowa,2 2021
13338,IA,2021,1,Number of Drug Overdose Deaths,428,Iowa,1 2021
13355,IA,2021,7,Number of Drug Overdose Deaths,447,Iowa,7 2021
13366,IA,2021,6,Number of Drug Overdose Deaths,433,Iowa,6 2021
13375,IA,2021,3,Number of Drug Overdose Deaths,428,Iowa,3 2021
13390,IA,2021,5,Number of Drug Overdose Deaths,434,Iowa,5 2021
13400,IA,2021,11,Number of Drug Overdose Deaths,441,Iowa,11 2021
13414,IA,2021,10,Number of Drug Overdose Deaths,446,Iowa,10 2021
13425,IA,2021,9,Number of Drug Overdose Deaths,451,Iowa,9 2021
13433,IA,2022,4,Number of Drug Overdose Deaths,491,Iowa,4 2022
13447,IA,2022,8,Number of Drug Overdose Deaths,470,Iowa,8 2022
13456,IA,2022,2,Number of Drug Overdose Deaths,489,Iowa,2 2022
13470,IA,2022,1,Number of Drug Overdose Deaths,479,Iowa,1 2022
13481,IA,2022,7,Number of Drug Overdose Deaths,471,Iowa,7 2022
13499,IA,2022,6,Number of Drug Overdose Deaths,484,Iowa,6 2022
13507,IA,2022,3,Number of Drug Overdose Deaths,495,Iowa,3 2022
13523,IA,2022,5,Number of Drug Overdose Deaths,485,Iowa,5 2022
13529,ID,2015,4,Number of Drug Overdose Deaths,219,Idaho,4 2015
13546,ID,2015,8,Number of Drug Overdose Deaths,218,Idaho,8 2015
13549,ID,2015,12,Number of Drug Overdose Deaths,214,Idaho,12 2015
13570,ID,2015,2,Number of Drug Overdose Deaths,206,Idaho,2 2015
13583,ID,2015,1,Number of Drug Overdose Deaths,209,Idaho,1 2015
13595,ID,2015,7,Number of Drug Overdose Deaths,220,Idaho,7 2015
13603,ID,2015,6,Number of Drug Overdose Deaths,217,Idaho,6 2015
13613,ID,2015,3,Number of Drug Overdose Deaths,216,Idaho,3 2015
13629,ID,2015,5,Number of Drug Overdose Deaths,213,Idaho,5 2015
13635,ID,2015,11,Number of Drug Overdose Deaths,209,Idaho,11 2015
13653,ID,2015,10,Number of Drug Overdose Deaths,215,Idaho,10 2015
13656,ID,2015,9,Number of Drug Overdose Deaths,214,Idaho,9 2015
13675,ID,2016,4,Number of Drug Overdose Deaths,209,Idaho,4 2016
13690,ID,2016,8,Number of Drug Overdose Deaths,217,Idaho,8 2016
13695,ID,2016,12,Number of Drug Overdose Deaths,228,Idaho,12 2016
13711,ID,2016,2,Number of Drug Overdose Deaths,215,Idaho,2 2016
13726,ID,2016,1,Number of Drug Overdose Deaths,214,Idaho,1 2016
13735,ID,2016,7,Number of Drug Overdose Deaths,218,Idaho,7 2016
13750,ID,2016,6,Number of Drug Overdose Deaths,216,Idaho,6 2016
13761,ID,2016,3,Number of Drug Overdose Deaths,212,Idaho,3 2016
13772,ID,2016,5,Number of Drug Overdose Deaths,212,Idaho,5 2016
13783,ID,2016,11,Number of Drug Overdose Deaths,235,Idaho,11 2016
13797,ID,2016,10,Number of Drug Overdose Deaths,229,Idaho,10 2016
13809,ID,2016,9,Number of Drug Overdose Deaths,218,Idaho,9 2016
13822,ID,2017,4,Number of Drug Overdose Deaths,235,Idaho,4 2017
13835,ID,2017,8,Number of Drug Overdose Deaths,235,Idaho,8 2017
13847,ID,2017,12,Number of Drug Overdose Deaths,234,Idaho,12 2017
13857,ID,2017,2,Number of Drug Overdose Deaths,232,Idaho,2 2017
13871,ID,2017,1,Number of Drug Overdose Deaths,226,Idaho,1 2017
13882,ID,2017,7,Number of Drug Overdose Deaths,234,Idaho,7 2017
13889,ID,2017,6,Number of Drug Overdose Deaths,231,Idaho,6 2017
13905,ID,2017,3,Number of Drug Overdose Deaths,231,Idaho,3 2017
13918,ID,2017,5,Number of Drug Overdose Deaths,240,Idaho,5 2017
13929,ID,2017,11,Number of Drug Overdose Deaths,233,Idaho,11 2017
13940,ID,2017,10,Number of Drug Overdose Deaths,236,Idaho,10 2017
13946,ID,2017,9,Number of Drug Overdose Deaths,240,Idaho,9 2017
13964,ID,2018,4,Number of Drug Overdose Deaths,227,Idaho,4 2018
13978,ID,2018,8,Number of Drug Overdose Deaths,244,Idaho,8 2018
13991,ID,2018,12,Number of Drug Overdose Deaths,243,Idaho,12 2018
14002,ID,2018,2,Number of Drug Overdose Deaths,223,Idaho,2 2018
14014,ID,2018,1,Number of Drug Overdose Deaths,228,Idaho,1 2018
14025,ID,2018,7,Number of Drug Overdose Deaths,247,Idaho,7 2018
14038,ID,2018,6,Number of Drug Overdose Deaths,235,Idaho,6 2018
14050,ID,2018,3,Number of Drug Overdose Deaths,225,Idaho,3 2018
14063,ID,2018,5,Number of Drug Overdose Deaths,223,Idaho,5 2018
14075,ID,2018,11,Number of Drug Overdose Deaths,234,Idaho,11 2018
14082,ID,2018,10,Number of Drug Overdose Deaths,231,Idaho,10 2018
14092,ID,2018,9,Number of Drug Overdose Deaths,238,Idaho,9 2018
14104,ID,2019,4,Number of Drug Overdose Deaths,260,Idaho,4 2019
14118,ID,2019,8,Number of Drug Overdose Deaths,238,Idaho,8 2019
14134,ID,2019,12,Number of Drug Overdose Deaths,264,Idaho,12 2019
14146,ID,2019,2,Number of Drug Overdose Deaths,260,Idaho,2 2019
14150,ID,2019,1,Number of Drug Overdose Deaths,249,Idaho,1 2019
14169,ID,2019,7,Number of Drug Overdose Deaths,243,Idaho,7 2019
14182,ID,2019,6,Number of Drug Overdose Deaths,261,Idaho,6 2019
14190,ID,2019,3,Number of Drug Overdose Deaths,265,Idaho,3 2019
14207,ID,2019,5,Number of Drug Overdose Deaths,257,Idaho,5 2019
14219,ID,2019,11,Number of Drug Overdose Deaths,263,Idaho,11 2019
14228,ID,2019,10,Number of Drug Overdose Deaths,253,Idaho,10 2019
14239,ID,2019,9,Number of Drug Overdose Deaths,247,Idaho,9 2019
14255,ID,2020,4,Number of Drug Overdose Deaths,250,Idaho,4 2020
14265,ID,2020,8,Number of Drug Overdose Deaths,280,Idaho,8 2020
14276,ID,2020,12,Number of Drug Overdose Deaths,280,Idaho,12 2020
14286,ID,2020,2,Number of Drug Overdose Deaths,258,Idaho,2 2020
14303,ID,2020,1,Number of Drug Overdose Deaths,264,Idaho,1 2020
14312,ID,2020,7,Number of Drug Overdose Deaths,271,Idaho,7 2020
14326,ID,2020,6,Number of Drug Overdose Deaths,253,Idaho,6 2020
14336,ID,2020,3,Number of Drug Overdose Deaths,250,Idaho,3 2020
14347,ID,2020,5,Number of Drug Overdose Deaths,259,Idaho,5 2020
14358,ID,2020,11,Number of Drug Overdose Deaths,278,Idaho,11 2020
14369,ID,2020,10,Number of Drug Overdose Deaths,280,Idaho,10 2020
14387,ID,2020,9,Number of Drug Overdose Deaths,281,Idaho,9 2020
14399,ID,2021,4,Number of Drug Overdose Deaths,290,Idaho,4 2021
14408,ID,2021,8,Number of Drug Overdose Deaths,325,Idaho,8 2021
14417,ID,2021,12,Number of Drug Overdose Deaths,345,Idaho,12 2021
14431,ID,2021,2,Number of Drug Overdose Deaths,279,Idaho,2 2021
14442,ID,2021,1,Number of Drug Overdose Deaths,284,Idaho,1 2021
14459,ID,2021,7,Number of Drug Overdose Deaths,319,Idaho,7 2021
14470,ID,2021,6,Number of Drug Overdose Deaths,313,Idaho,6 2021
14479,ID,2021,3,Number of Drug Overdose Deaths,276,Idaho,3 2021
14494,ID,2021,5,Number of Drug Overdose Deaths,298,Idaho,5 2021
14504,ID,2021,11,Number of Drug Overdose Deaths,347,Idaho,11 2021
14518,ID,2021,10,Number of Drug Overdose Deaths,338,Idaho,10 2021
14529,ID,2021,9,Number of Drug Overdose Deaths,334,Idaho,9 2021
14537,ID,2022,4,Number of Drug Overdose Deaths,371,Idaho,4 2022
14551,ID,2022,8,Number of Drug Overdose Deaths,343,Idaho,8 2022
14560,ID,2022,2,Number of Drug Overdose Deaths,362,Idaho,2 2022
14574,ID,2022,1,Number of Drug Overdose Deaths,361,Idaho,1 2022
14585,ID,2022,7,Number of Drug Overdose Deaths,339,Idaho,7 2022
14603,ID,2022,6,Number of Drug Overdose Deaths,348,Idaho,6 2022
14611,ID,2022,3,Number of Drug Overdose Deaths,376,Idaho,3 2022
14627,ID,2022,5,Number of Drug Overdose Deaths,352,Idaho,5 2022
14633,IL,2015,4,Number of Drug Overdose Deaths,"1,735",Illinois,4 2015
14650,IL,2015,8,Number of Drug Overdose Deaths,"1,793",Illinois,8 2015
14653,IL,2015,12,Number of Drug Overdose Deaths,"1,864",Illinois,12 2015
14674,IL,2015,2,Number of Drug Overdose Deaths,"1,657",Illinois,2 2015
14687,IL,2015,1,Number of Drug Overdose Deaths,"1,652",Illinois,1 2015
14699,IL,2015,7,Number of Drug Overdose Deaths,"1,761",Illinois,7 2015
14707,IL,2015,6,Number of Drug Overdose Deaths,"1,766",Illinois,6 2015
14717,IL,2015,3,Number of Drug Overdose Deaths,"1,688",Illinois,3 2015
14733,IL,2015,5,Number of Drug Overdose Deaths,"1,782",Illinois,5 2015
14739,IL,2015,11,Number of Drug Overdose Deaths,"1,860",Illinois,11 2015
14757,IL,2015,10,Number of Drug Overdose Deaths,"1,847",Illinois,10 2015
14760,IL,2015,9,Number of Drug Overdose Deaths,"1,813",Illinois,9 2015
14779,IL,2016,4,Number of Drug Overdose Deaths,"2,097",Illinois,4 2016
14794,IL,2016,8,Number of Drug Overdose Deaths,"2,275",Illinois,8 2016
14799,IL,2016,12,Number of Drug Overdose Deaths,"2,427",Illinois,12 2016
14815,IL,2016,2,Number of Drug Overdose Deaths,"1,958",Illinois,2 2016
14830,IL,2016,1,Number of Drug Overdose Deaths,"1,893",Illinois,1 2016
14839,IL,2016,7,Number of Drug Overdose Deaths,"2,261",Illinois,7 2016
14854,IL,2016,6,Number of Drug Overdose Deaths,"2,213",Illinois,6 2016
14865,IL,2016,3,Number of Drug Overdose Deaths,"2,025",Illinois,3 2016
14876,IL,2016,5,Number of Drug Overdose Deaths,"2,129",Illinois,5 2016
14887,IL,2016,11,Number of Drug Overdose Deaths,"2,333",Illinois,11 2016
14901,IL,2016,10,Number of Drug Overdose Deaths,"2,297",Illinois,10 2016
14913,IL,2016,9,Number of Drug Overdose Deaths,"2,319",Illinois,9 2016
14926,IL,2017,4,Number of Drug Overdose Deaths,"2,513",Illinois,4 2017
14939,IL,2017,8,Number of Drug Overdose Deaths,"2,560",Illinois,8 2017
14951,IL,2017,12,Number of Drug Overdose Deaths,"2,765",Illinois,12 2017
14961,IL,2017,2,Number of Drug Overdose Deaths,"2,553",Illinois,2 2017
14975,IL,2017,1,Number of Drug Overdose Deaths,"2,524",Illinois,1 2017
14986,IL,2017,7,Number of Drug Overdose Deaths,"2,486",Illinois,7 2017
14993,IL,2017,6,Number of Drug Overdose Deaths,"2,462",Illinois,6 2017
15009,IL,2017,3,Number of Drug Overdose Deaths,"2,543",Illinois,3 2017
15022,IL,2017,5,Number of Drug Overdose Deaths,"2,473",Illinois,5 2017
15033,IL,2017,11,Number of Drug Overdose Deaths,"2,781",Illinois,11 2017
15044,IL,2017,10,Number of Drug Overdose Deaths,"2,714",Illinois,10 2017
15050,IL,2017,9,Number of Drug Overdose Deaths,"2,650",Illinois,9 2017
15068,IL,2018,4,Number of Drug Overdose Deaths,"2,800",Illinois,4 2018
15082,IL,2018,8,Number of Drug Overdose Deaths,"2,843",Illinois,8 2018
15095,IL,2018,12,Number of Drug Overdose Deaths,"2,732",Illinois,12 2018
15106,IL,2018,2,Number of Drug Overdose Deaths,"2,745",Illinois,2 2018
15118,IL,2018,1,Number of Drug Overdose Deaths,"2,759",Illinois,1 2018
15129,IL,2018,7,Number of Drug Overdose Deaths,"2,885",Illinois,7 2018
15142,IL,2018,6,Number of Drug Overdose Deaths,"2,860",Illinois,6 2018
15154,IL,2018,3,Number of Drug Overdose Deaths,"2,766",Illinois,3 2018
15167,IL,2018,5,Number of Drug Overdose Deaths,"2,852",Illinois,5 2018
15179,IL,2018,11,Number of Drug Overdose Deaths,"2,724",Illinois,11 2018
15186,IL,2018,10,Number of Drug Overdose Deaths,"2,786",Illinois,10 2018
15196,IL,2018,9,Number of Drug Overdose Deaths,"2,774",Illinois,9 2018
15208,IL,2019,4,Number of Drug Overdose Deaths,"2,588",Illinois,4 2019
15222,IL,2019,8,Number of Drug Overdose Deaths,"2,655",Illinois,8 2019
15238,IL,2019,12,Number of Drug Overdose Deaths,"2,775",Illinois,12 2019
15250,IL,2019,2,Number of Drug Overdose Deaths,"2,653",Illinois,2 2019
15254,IL,2019,1,Number of Drug Overdose Deaths,"2,687",Illinois,1 2019
15273,IL,2019,7,Number of Drug Overdose Deaths,"2,605",Illinois,7 2019
15286,IL,2019,6,Number of Drug Overdose Deaths,"2,632",Illinois,6 2019
15294,IL,2019,3,Number of Drug Overdose Deaths,"2,624",Illinois,3 2019
15311,IL,2019,5,Number of Drug Overdose Deaths,"2,623",Illinois,5 2019
15323,IL,2019,11,Number of Drug Overdose Deaths,"2,719",Illinois,11 2019
15332,IL,2019,10,Number of Drug Overdose Deaths,"2,660",Illinois,10 2019
15343,IL,2019,9,Number of Drug Overdose Deaths,"2,687",Illinois,9 2019
15359,IL,2020,4,Number of Drug Overdose Deaths,"3,160",Illinois,4 2020
15369,IL,2020,8,Number of Drug Overdose Deaths,"3,484",Illinois,8 2020
15380,IL,2020,12,Number of Drug Overdose Deaths,"3,531",Illinois,12 2020
15390,IL,2020,2,Number of Drug Overdose Deaths,"2,939",Illinois,2 2020
15407,IL,2020,1,Number of Drug Overdose Deaths,"2,840",Illinois,1 2020
15416,IL,2020,7,Number of Drug Overdose Deaths,"3,443",Illinois,7 2020
15430,IL,2020,6,Number of Drug Overdose Deaths,"3,369",Illinois,6 2020
15440,IL,2020,3,Number of Drug Overdose Deaths,"3,019",Illinois,3 2020
15451,IL,2020,5,Number of Drug Overdose Deaths,"3,295",Illinois,5 2020
15462,IL,2020,11,Number of Drug Overdose Deaths,"3,577",Illinois,11 2020
15473,IL,2020,10,Number of Drug Overdose Deaths,"3,538",Illinois,10 2020
15491,IL,2020,9,Number of Drug Overdose Deaths,"3,521",Illinois,9 2020
15503,IL,2021,4,Number of Drug Overdose Deaths,"3,532",Illinois,4 2021
15512,IL,2021,8,Number of Drug Overdose Deaths,"3,576",Illinois,8 2021
15521,IL,2021,12,Number of Drug Overdose Deaths,"3,786",Illinois,12 2021
15535,IL,2021,2,Number of Drug Overdose Deaths,"3,478",Illinois,2 2021
15546,IL,2021,1,Number of Drug Overdose Deaths,"3,516",Illinois,1 2021
15563,IL,2021,7,Number of Drug Overdose Deaths,"3,536",Illinois,7 2021
15574,IL,2021,6,Number of Drug Overdose Deaths,"3,474",Illinois,6 2021
15583,IL,2021,3,Number of Drug Overdose Deaths,"3,512",Illinois,3 2021
15598,IL,2021,5,Number of Drug Overdose Deaths,"3,442",Illinois,5 2021
15608,IL,2021,11,Number of Drug Overdose Deaths,"3,708",Illinois,11 2021
15622,IL,2021,10,Number of Drug Overdose Deaths,"3,674",Illinois,10 2021
15633,IL,2021,9,Number of Drug Overdose Deaths,"3,593",Illinois,9 2021
15641,IL,2022,4,Number of Drug Overdose Deaths,"3,906",Illinois,4 2022
15655,IL,2022,8,Number of Drug Overdose Deaths,"3,783",Illinois,8 2022
15664,IL,2022,2,Number of Drug Overdose Deaths,"3,960",Illinois,2 2022
15678,IL,2022,1,Number of Drug Overdose Deaths,"3,897",Illinois,1 2022
15689,IL,2022,7,Number of Drug Overdose Deaths,"3,799",Illinois,7 2022
15707,IL,2022,6,Number of Drug Overdose Deaths,"3,872",Illinois,6 2022
15715,IL,2022,3,Number of Drug Overdose Deaths,"3,960",Illinois,3 2022
15731,IL,2022,5,Number of Drug Overdose Deaths,"3,915",Illinois,5 2022
15737,IN,2015,4,Number of Drug Overdose Deaths,"1,208",Indiana,4 2015
15754,IN,2015,8,Number of Drug Overdose Deaths,"1,221",Indiana,8 2015
15757,IN,2015,12,Number of Drug Overdose Deaths,"1,232",Indiana,12 2015
15778,IN,2015,2,Number of Drug Overdose Deaths,"1,151",Indiana,2 2015
15791,IN,2015,1,Number of Drug Overdose Deaths,"1,162",Indiana,1 2015
15803,IN,2015,7,Number of Drug Overdose Deaths,"1,207",Indiana,7 2015
15811,IN,2015,6,Number of Drug Overdose Deaths,"1,217",Indiana,6 2015
15821,IN,2015,3,Number of Drug Overdose Deaths,"1,193",Indiana,3 2015
15837,IN,2015,5,Number of Drug Overdose Deaths,"1,203",Indiana,5 2015
15843,IN,2015,11,Number of Drug Overdose Deaths,"1,218",Indiana,11 2015
15861,IN,2015,10,Number of Drug Overdose Deaths,"1,205",Indiana,10 2015
15864,IN,2015,9,Number of Drug Overdose Deaths,"1,210",Indiana,9 2015
15883,IN,2016,4,Number of Drug Overdose Deaths,"1,285",Indiana,4 2016
15898,IN,2016,8,Number of Drug Overdose Deaths,"1,421",Indiana,8 2016
15903,IN,2016,12,Number of Drug Overdose Deaths,"1,506",Indiana,12 2016
15919,IN,2016,2,Number of Drug Overdose Deaths,"1,259",Indiana,2 2016
15934,IN,2016,1,Number of Drug Overdose Deaths,"1,228",Indiana,1 2016
15943,IN,2016,7,Number of Drug Overdose Deaths,"1,383",Indiana,7 2016
15958,IN,2016,6,Number of Drug Overdose Deaths,"1,354",Indiana,6 2016
15969,IN,2016,3,Number of Drug Overdose Deaths,"1,264",Indiana,3 2016
15980,IN,2016,5,Number of Drug Overdose Deaths,"1,321",Indiana,5 2016
15991,IN,2016,11,Number of Drug Overdose Deaths,"1,469",Indiana,11 2016
16005,IN,2016,10,Number of Drug Overdose Deaths,"1,441",Indiana,10 2016
16017,IN,2016,9,Number of Drug Overdose Deaths,"1,434",Indiana,9 2016
16030,IN,2017,4,Number of Drug Overdose Deaths,"1,700",Indiana,4 2017
16043,IN,2017,8,Number of Drug Overdose Deaths,"1,762",Indiana,8 2017
16055,IN,2017,12,Number of Drug Overdose Deaths,"1,835",Indiana,12 2017
16065,IN,2017,2,Number of Drug Overdose Deaths,"1,629",Indiana,2 2017
16079,IN,2017,1,Number of Drug Overdose Deaths,"1,576",Indiana,1 2017
16090,IN,2017,7,Number of Drug Overdose Deaths,"1,777",Indiana,7 2017
16097,IN,2017,6,Number of Drug Overdose Deaths,"1,720",Indiana,6 2017
16113,IN,2017,3,Number of Drug Overdose Deaths,"1,664",Indiana,3 2017
16126,IN,2017,5,Number of Drug Overdose Deaths,"1,721",Indiana,5 2017
16137,IN,2017,11,Number of Drug Overdose Deaths,"1,861",Indiana,11 2017
16148,IN,2017,10,Number of Drug Overdose Deaths,"1,842",Indiana,10 2017
16154,IN,2017,9,Number of Drug Overdose Deaths,"1,802",Indiana,9 2017
16172,IN,2018,4,Number of Drug Overdose Deaths,"1,716",Indiana,4 2018
16186,IN,2018,8,Number of Drug Overdose Deaths,"1,680",Indiana,8 2018
16199,IN,2018,12,Number of Drug Overdose Deaths,"1,612",Indiana,12 2018
16210,IN,2018,2,Number of Drug Overdose Deaths,"1,757",Indiana,2 2018
16222,IN,2018,1,Number of Drug Overdose Deaths,"1,808",Indiana,1 2018
16233,IN,2018,7,Number of Drug Overdose Deaths,"1,679",Indiana,7 2018
16246,IN,2018,6,Number of Drug Overdose Deaths,"1,696",Indiana,6 2018
16258,IN,2018,3,Number of Drug Overdose Deaths,"1,736",Indiana,3 2018
16271,IN,2018,5,Number of Drug Overdose Deaths,"1,699",Indiana,5 2018
16283,IN,2018,11,Number of Drug Overdose Deaths,"1,605",Indiana,11 2018
16290,IN,2018,10,Number of Drug Overdose Deaths,"1,639",Indiana,10 2018
16300,IN,2018,9,Number of Drug Overdose Deaths,"1,649",Indiana,9 2018
16312,IN,2019,4,Number of Drug Overdose Deaths,"1,598",Indiana,4 2019
16326,IN,2019,8,Number of Drug Overdose Deaths,"1,628",Indiana,8 2019
16342,IN,2019,12,Number of Drug Overdose Deaths,"1,704",Indiana,12 2019
16354,IN,2019,2,Number of Drug Overdose Deaths,"1,592",Indiana,2 2019
16358,IN,2019,1,Number of Drug Overdose Deaths,"1,591",Indiana,1 2019
16377,IN,2019,7,Number of Drug Overdose Deaths,"1,623",Indiana,7 2019
16390,IN,2019,6,Number of Drug Overdose Deaths,"1,610",Indiana,6 2019
16398,IN,2019,3,Number of Drug Overdose Deaths,"1,610",Indiana,3 2019
16415,IN,2019,5,Number of Drug Overdose Deaths,"1,612",Indiana,5 2019
16427,IN,2019,11,Number of Drug Overdose Deaths,"1,680",Indiana,11 2019
16436,IN,2019,10,Number of Drug Overdose Deaths,"1,661",Indiana,10 2019
16447,IN,2019,9,Number of Drug Overdose Deaths,"1,637",Indiana,9 2019
16463,IN,2020,4,Number of Drug Overdose Deaths,"1,878",Indiana,4 2020
16473,IN,2020,8,Number of Drug Overdose Deaths,"2,124",Indiana,8 2020
16484,IN,2020,12,Number of Drug Overdose Deaths,"2,267",Indiana,12 2020
16494,IN,2020,2,Number of Drug Overdose Deaths,"1,790",Indiana,2 2020
16511,IN,2020,1,Number of Drug Overdose Deaths,"1,752",Indiana,1 2020
16520,IN,2020,7,Number of Drug Overdose Deaths,"2,091",Indiana,7 2020
16534,IN,2020,6,Number of Drug Overdose Deaths,"2,043",Indiana,6 2020
16544,IN,2020,3,Number of Drug Overdose Deaths,"1,798",Indiana,3 2020
16555,IN,2020,5,Number of Drug Overdose Deaths,"1,986",Indiana,5 2020
16566,IN,2020,11,Number of Drug Overdose Deaths,"2,215",Indiana,11 2020
16577,IN,2020,10,Number of Drug Overdose Deaths,"2,186",Indiana,10 2020
16595,IN,2020,9,Number of Drug Overdose Deaths,"2,160",Indiana,9 2020
16607,IN,2021,4,Number of Drug Overdose Deaths,"2,483",Indiana,4 2021
16616,IN,2021,8,Number of Drug Overdose Deaths,"2,574",Indiana,8 2021
16625,IN,2021,12,Number of Drug Overdose Deaths,"2,789",Indiana,12 2021
16639,IN,2021,2,Number of Drug Overdose Deaths,"2,354",Indiana,2 2021
16650,IN,2021,1,Number of Drug Overdose Deaths,"2,333",Indiana,1 2021
16667,IN,2021,7,Number of Drug Overdose Deaths,"2,508",Indiana,7 2021
16678,IN,2021,6,Number of Drug Overdose Deaths,"2,488",Indiana,6 2021
16687,IN,2021,3,Number of Drug Overdose Deaths,"2,430",Indiana,3 2021
16702,IN,2021,5,Number of Drug Overdose Deaths,"2,473",Indiana,5 2021
16712,IN,2021,11,Number of Drug Overdose Deaths,"2,771",Indiana,11 2021
16726,IN,2021,10,Number of Drug Overdose Deaths,"2,684",Indiana,10 2021
16737,IN,2021,9,Number of Drug Overdose Deaths,"2,663",Indiana,9 2021
16745,IN,2022,4,Number of Drug Overdose Deaths,"2,784",Indiana,4 2022
16759,IN,2022,8,Number of Drug Overdose Deaths,"2,750",Indiana,8 2022
16768,IN,2022,2,Number of Drug Overdose Deaths,"2,866",Indiana,2 2022
16782,IN,2022,1,Number of Drug Overdose Deaths,"2,791",Indiana,1 2022
16793,IN,2022,7,Number of Drug Overdose Deaths,"2,757",Indiana,7 2022
16811,IN,2022,6,Number of Drug Overdose Deaths,"2,736",Indiana,6 2022
16819,IN,2022,3,Number of Drug Overdose Deaths,"2,857",Indiana,3 2022
16835,IN,2022,5,Number of Drug Overdose Deaths,"2,741",Indiana,5 2022
16841,KS,2015,4,Number of Drug Overdose Deaths,332,Kansas,4 2015
16858,KS,2015,8,Number of Drug Overdose Deaths,337,Kansas,8 2015
16861,KS,2015,12,Number of Drug Overdose Deaths,323,Kansas,12 2015
16882,KS,2015,2,Number of Drug Overdose Deaths,308,Kansas,2 2015
16895,KS,2015,1,Number of Drug Overdose Deaths,312,Kansas,1 2015
16907,KS,2015,7,Number of Drug Overdose Deaths,328,Kansas,7 2015
16915,KS,2015,6,Number of Drug Overdose Deaths,330,Kansas,6 2015
16925,KS,2015,3,Number of Drug Overdose Deaths,323,Kansas,3 2015
16941,KS,2015,5,Number of Drug Overdose Deaths,337,Kansas,5 2015
16947,KS,2015,11,Number of Drug Overdose Deaths,328,Kansas,11 2015
16965,KS,2015,10,Number of Drug Overdose Deaths,334,Kansas,10 2015
16968,KS,2015,9,Number of Drug Overdose Deaths,334,Kansas,9 2015
16987,KS,2016,4,Number of Drug Overdose Deaths,312,Kansas,4 2016
17002,KS,2016,8,Number of Drug Overdose Deaths,320,Kansas,8 2016
17007,KS,2016,12,Number of Drug Overdose Deaths,313,Kansas,12 2016
17023,KS,2016,2,Number of Drug Overdose Deaths,317,Kansas,2 2016
17038,KS,2016,1,Number of Drug Overdose Deaths,313,Kansas,1 2016
17047,KS,2016,7,Number of Drug Overdose Deaths,320,Kansas,7 2016
17062,KS,2016,6,Number of Drug Overdose Deaths,319,Kansas,6 2016
17073,KS,2016,3,Number of Drug Overdose Deaths,313,Kansas,3 2016
17084,KS,2016,5,Number of Drug Overdose Deaths,305,Kansas,5 2016
17095,KS,2016,11,Number of Drug Overdose Deaths,315,Kansas,11 2016
17109,KS,2016,10,Number of Drug Overdose Deaths,312,Kansas,10 2016
17121,KS,2016,9,Number of Drug Overdose Deaths,315,Kansas,9 2016
17134,KS,2017,4,Number of Drug Overdose Deaths,317,Kansas,4 2017
17147,KS,2017,8,Number of Drug Overdose Deaths,297,Kansas,8 2017
17159,KS,2017,12,Number of Drug Overdose Deaths,323,Kansas,12 2017
17169,KS,2017,2,Number of Drug Overdose Deaths,324,Kansas,2 2017
17183,KS,2017,1,Number of Drug Overdose Deaths,327,Kansas,1 2017
17194,KS,2017,7,Number of Drug Overdose Deaths,310,Kansas,7 2017
17201,KS,2017,6,Number of Drug Overdose Deaths,301,Kansas,6 2017
17217,KS,2017,3,Number of Drug Overdose Deaths,323,Kansas,3 2017
17230,KS,2017,5,Number of Drug Overdose Deaths,317,Kansas,5 2017
17241,KS,2017,11,Number of Drug Overdose Deaths,313,Kansas,11 2017
17252,KS,2017,10,Number of Drug Overdose Deaths,316,Kansas,10 2017
17258,KS,2017,9,Number of Drug Overdose Deaths,303,Kansas,9 2017
17276,KS,2018,4,Number of Drug Overdose Deaths,322,Kansas,4 2018
17290,KS,2018,8,Number of Drug Overdose Deaths,354,Kansas,8 2018
17303,KS,2018,12,Number of Drug Overdose Deaths,341,Kansas,12 2018
17314,KS,2018,2,Number of Drug Overdose Deaths,317,Kansas,2 2018
17326,KS,2018,1,Number of Drug Overdose Deaths,319,Kansas,1 2018
17337,KS,2018,7,Number of Drug Overdose Deaths,344,Kansas,7 2018
17350,KS,2018,6,Number of Drug Overdose Deaths,347,Kansas,6 2018
17362,KS,2018,3,Number of Drug Overdose Deaths,318,Kansas,3 2018
17375,KS,2018,5,Number of Drug Overdose Deaths,332,Kansas,5 2018
17387,KS,2018,11,Number of Drug Overdose Deaths,350,Kansas,11 2018
17394,KS,2018,10,Number of Drug Overdose Deaths,347,Kansas,10 2018
17404,KS,2018,9,Number of Drug Overdose Deaths,354,Kansas,9 2018
17416,KS,2019,4,Number of Drug Overdose Deaths,368,Kansas,4 2019
