Year,Month,Indicator,Value,State
2016,May,Number of Drug Overdose Deaths,212,Idaho
2016,November,Number of Drug Overdose Deaths,235,Idaho
2016,October,Number of Drug Overdose Deaths,229,Idaho
2016,September,Number of Drug Overdose Deaths,218,Idaho
2017,April,Number of Drug Overdose Deaths,235,Idaho
2017,August,Number of Drug Overdose Deaths,235,Idaho
2017,December,Number of Drug Overdose Deaths,234,Idaho
2017,February,Number of Drug Overdose Deaths,232,Idaho
2017,January,Number of Drug Overdose Deaths,226,Idaho
2017,July,Number of Drug Overdose Deaths,234,Idaho
2017,June,Number of Drug Overdose Deaths,231,Idaho
2017,March,Number of Drug Overdose Deaths,231,Idaho
2017,May,Number of Drug Overdose Deaths,240,Idaho
2017,November,Number of Drug Overdose Deaths,233,Idaho
2017,October,Number of Drug Overdose Deaths,236,Idaho
2017,September,Number of Drug Overdose Deaths,240,Idaho
2018,April,Number of Drug Overdose Deaths,227,Idaho
2018,August,Number of Drug Overdose Deaths,244,Idaho
2018,December,Number of Drug Overdose Deaths,243,Idaho
2018,February,Number of Drug Overdose Deaths,223,Idaho
2018,January,Number of Drug Overdose Deaths,228,Idaho
2018,July,Number of Drug Overdose Deaths,247,Idaho
2018,June,Number of Drug Overdose Deaths,235,Idaho
2018,March,Number of Drug Overdose Deaths,225,Idaho
2018,May,Number of Drug Overdose Deaths,223,Idaho
2018,November,Number of Drug Overdose Deaths,234,Idaho
2018,October,Number of Drug Overdose Deaths,231,Idaho
2018,September,Number of Drug Overdose Deaths,238,Idaho
2019,April,Number of Drug Overdose Deaths,260,Idaho
2019,August,Number of Drug Overdose Deaths,238,Idaho
2019,December,Number of Drug Overdose Deaths,264,Idaho
2019,February,Number of Drug Overdose Deaths,260,Idaho
2019,January,Number of Drug Overdose Deaths,249,Idaho
2019,July,Number of Drug Overdose Deaths,243,Idaho
2019,June,Number of Drug Overdose Deaths,261,Idaho
2019,March,Number of Drug Overdose Deaths,265,Idaho
2019,May,Number of Drug Overdose Deaths,257,Idaho
2019,November,Number of Drug Overdose Deaths,263,Idaho
2019,October,Number of Drug Overdose Deaths,253,Idaho
2019,September,Number of Drug Overdose Deaths,247,Idaho
2020,April,Number of Drug Overdose Deaths,250,Idaho
2020,August,Number of Drug Overdose Deaths,280,Idaho
2020,December,Number of Drug Overdose Deaths,280,Idaho
2020,February,Number of Drug Overdose Deaths,258,Idaho
2020,January,Number of Drug Overdose Deaths,264,Idaho
2020,July,Number of Drug Overdose Deaths,271,Idaho
2020,June,Number of Drug Overdose Deaths,253,Idaho
2020,March,Number of Drug Overdose Deaths,250,Idaho
2020,May,Number of Drug Overdose Deaths,259,Idaho
2020,November,Number of Drug Overdose Deaths,278,Idaho
2020,October,Number of Drug Overdose Deaths,280,Idaho
2020,September,Number of Drug Overdose Deaths,281,Idaho
2021,April,Number of Drug Overdose Deaths,290,Idaho
2021,August,Number of Drug Overdose Deaths,325,Idaho
2021,December,Number of Drug Overdose Deaths,345,Idaho
2021,February,Number of Drug Overdose Deaths,279,Idaho
2021,January,Number of Drug Overdose Deaths,284,Idaho
2021,July,Number of Drug Overdose Deaths,319,Idaho
2021,June,Number of Drug Overdose Deaths,313,Idaho
2021,March,Number of Drug Overdose Deaths,276,Idaho
2021,May,Number of Drug Overdose Deaths,298,Idaho
2021,November,Number of Drug Overdose Deaths,347,Idaho
2021,October,Number of Drug Overdose Deaths,338,Idaho
2021,September,Number of Drug Overdose Deaths,334,Idaho
2022,April,Number of Drug Overdose Deaths,371,Idaho
2022,August,Number of Drug Overdose Deaths,343,Idaho
2022,February,Number of Drug Overdose Deaths,362,Idaho
2022,January,Number of Drug Overdose Deaths,361,Idaho
2022,July,Number of Drug Overdose Deaths,339,Idaho
2022,June,Number of Drug Overdose Deaths,348,Idaho
2022,March,Number of Drug Overdose Deaths,376,Idaho
2022,May,Number of Drug Overdose Deaths,352,Idaho
2015,April,Number of Drug Overdose Deaths,"1,735",Illinois
2015,August,Number of Drug Overdose Deaths,"1,793",Illinois
2015,December,Number of Drug Overdose Deaths,"1,864",Illinois
2015,February,Number of Drug Overdose Deaths,"1,657",Illinois
2015,January,Number of Drug Overdose Deaths,"1,652",Illinois
2015,July,Number of Drug Overdose Deaths,"1,761",Illinois
2015,June,Number of Drug Overdose Deaths,"1,766",Illinois
2015,March,Number of Drug Overdose Deaths,"1,688",Illinois
2015,May,Number of Drug Overdose Deaths,"1,782",Illinois
2015,November,Number of Drug Overdose Deaths,"1,860",Illinois
2015,October,Number of Drug Overdose Deaths,"1,847",Illinois
2015,September,Number of Drug Overdose Deaths,"1,813",Illinois
2016,April,Number of Drug Overdose Deaths,"2,097",Illinois
2016,August,Number of Drug Overdose Deaths,"2,275",Illinois
2016,December,Number of Drug Overdose Deaths,"2,427",Illinois
2016,February,Number of Drug Overdose Deaths,"1,958",Illinois
2016,January,Number of Drug Overdose Deaths,"1,893",Illinois
2016,July,Number of Drug Overdose Deaths,"2,261",Illinois
2016,June,Number of Drug Overdose Deaths,"2,213",Illinois
2016,March,Number of Drug Overdose Deaths,"2,025",Illinois
2016,May,Number of Drug Overdose Deaths,"2,129",Illinois
2016,November,Number of Drug Overdose Deaths,"2,333",Illinois
2016,October,Number of Drug Overdose Deaths,"2,297",Illinois
2016,September,Number of Drug Overdose Deaths,"2,319",Illinois
2017,April,Number of Drug Overdose Deaths,"2,513",Illinois
2017,August,Number of Drug Overdose Deaths,"2,560",Illinois
2017,December,Number of Drug Overdose Deaths,"2,765",Illinois
2017,February,Number of Drug Overdose Deaths,"2,553",Illinois
2017,January,Number of Drug Overdose Deaths,"2,524",Illinois
2017,July,Number of Drug Overdose Deaths,"2,486",Illinois
2017,June,Number of Drug Overdose Deaths,"2,462",Illinois
2017,March,Number of Drug Overdose Deaths,"2,543",Illinois
2017,May,Number of Drug Overdose Deaths,"2,473",Illinois
2017,November,Number of Drug Overdose Deaths,"2,781",Illinois
2017,October,Number of Drug Overdose Deaths,"2,714",Illinois
2017,September,Number of Drug Overdose Deaths,"2,650",Illinois
2018,April,Number of Drug Overdose Deaths,"2,800",Illinois
2018,August,Number of Drug Overdose Deaths,"2,843",Illinois
2018,December,Number of Drug Overdose Deaths,"2,732",Illinois
2018,February,Number of Drug Overdose Deaths,"2,745",Illinois
2018,January,Number of Drug Overdose Deaths,"2,759",Illinois
2018,July,Number of Drug Overdose Deaths,"2,885",Illinois
2018,June,Number of Drug Overdose Deaths,"2,860",Illinois
2018,March,Number of Drug Overdose Deaths,"2,766",Illinois
2018,May,Number of Drug Overdose Deaths,"2,852",Illinois
2018,November,Number of Drug Overdose Deaths,"2,724",Illinois
2018,October,Number of Drug Overdose Deaths,"2,786",Illinois
2018,September,Number of Drug Overdose Deaths,"2,774",Illinois
2019,April,Number of Drug Overdose Deaths,"2,588",Illinois
2019,August,Number of Drug Overdose Deaths,"2,655",Illinois
2019,December,Number of Drug Overdose Deaths,"2,775",Illinois
2019,February,Number of Drug Overdose Deaths,"2,653",Illinois
2019,January,Number of Drug Overdose Deaths,"2,687",Illinois
2019,July,Number of Drug Overdose Deaths,"2,605",Illinois
2019,June,Number of Drug Overdose Deaths,"2,632",Illinois
2019,March,Number of Drug Overdose Deaths,"2,624",Illinois
2019,May,Number of Drug Overdose Deaths,"2,623",Illinois
2019,November,Number of Drug Overdose Deaths,"2,719",Illinois
2019,October,Number of Drug Overdose Deaths,"2,660",Illinois
2019,September,Number of Drug Overdose Deaths,"2,687",Illinois
2020,April,Number of Drug Overdose Deaths,"3,160",Illinois
2020,August,Number of Drug Overdose Deaths,"3,484",Illinois
2020,December,Number of Drug Overdose Deaths,"3,531",Illinois
2020,February,Number of Drug Overdose Deaths,"2,939",Illinois
2020,January,Number of Drug Overdose Deaths,"2,840",Illinois
2020,July,Number of Drug Overdose Deaths,"3,443",Illinois
2020,June,Number of Drug Overdose Deaths,"3,369",Illinois
2020,March,Number of Drug Overdose Deaths,"3,019",Illinois
2020,May,Number of Drug Overdose Deaths,"3,295",Illinois
2020,November,Number of Drug Overdose Deaths,"3,577",Illinois
2020,October,Number of Drug Overdose Deaths,"3,538",Illinois
2020,September,Number of Drug Overdose Deaths,"3,521",Illinois
2021,April,Number of Drug Overdose Deaths,"3,532",Illinois
2021,August,Number of Drug Overdose Deaths,"3,576",Illinois
2021,December,Number of Drug Overdose Deaths,"3,786",Illinois
2021,February,Number of Drug Overdose Deaths,"3,478",Illinois
2021,January,Number of Drug Overdose Deaths,"3,516",Illinois
2021,July,Number of Drug Overdose Deaths,"3,536",Illinois
2021,June,Number of Drug Overdose Deaths,"3,474",Illinois
2021,March,Number of Drug Overdose Deaths,"3,512",Illinois
2021,May,Number of Drug Overdose Deaths,"3,442",Illinois
2021,November,Number of Drug Overdose Deaths,"3,708",Illinois
2021,October,Number of Drug Overdose Deaths,"3,674",Illinois
2021,September,Number of Drug Overdose Deaths,"3,593",Illinois
2022,April,Number of Drug Overdose Deaths,"3,906",Illinois
2022,August,Number of Drug Overdose Deaths,"3,783",Illinois
2022,February,Number of Drug Overdose Deaths,"3,960",Illinois
2022,January,Number of Drug Overdose Deaths,"3,897",Illinois
2022,July,Number of Drug Overdose Deaths,"3,799",Illinois
2022,June,Number of Drug Overdose Deaths,"3,872",Illinois
2022,March,Number of Drug Overdose Deaths,"3,960",Illinois
2022,May,Number of Drug Overdose Deaths,"3,915",Illinois
2015,April,Number of Drug Overdose Deaths,"1,208",Indiana
2015,August,Number of Drug Overdose Deaths,"1,221",Indiana
2015,December,Number of Drug Overdose Deaths,"1,232",Indiana
2015,February,Number of Drug Overdose Deaths,"1,151",Indiana
2015,January,Number of Drug Overdose Deaths,"1,162",Indiana
2015,July,Number of Drug Overdose Deaths,"1,207",Indiana
2015,June,Number of Drug Overdose Deaths,"1,217",Indiana
2015,March,Number of Drug Overdose Deaths,"1,193",Indiana
2015,May,Number of Drug Overdose Deaths,"1,203",Indiana
2015,November,Number of Drug Overdose Deaths,"1,218",Indiana
2015,October,Number of Drug Overdose Deaths,"1,205",Indiana
2015,September,Number of Drug Overdose Deaths,"1,210",Indiana
2016,April,Number of Drug Overdose Deaths,"1,285",Indiana
2016,August,Number of Drug Overdose Deaths,"1,421",Indiana
2016,December,Number of Drug Overdose Deaths,"1,506",Indiana
2016,February,Number of Drug Overdose Deaths,"1,259",Indiana
2016,January,Number of Drug Overdose Deaths,"1,228",Indiana
2016,July,Number of Drug Overdose Deaths,"1,383",Indiana
2016,June,Number of Drug Overdose Deaths,"1,354",Indiana
2016,March,Number of Drug Overdose Deaths,"1,264",Indiana
2016,May,Number of Drug Overdose Deaths,"1,321",Indiana
2016,November,Number of Drug Overdose Deaths,"1,469",Indiana
2016,October,Number of Drug Overdose Deaths,"1,441",Indiana
2016,September,Number of Drug Overdose Deaths,"1,434",Indiana
2017,April,Number of Drug Overdose Deaths,"1,700",Indiana
2017,August,Number of Drug Overdose Deaths,"1,762",Indiana
2017,December,Number of Drug Overdose Deaths,"1,835",Indiana
2017,February,Number of Drug Overdose Deaths,"1,629",Indiana
2017,January,Number of Drug Overdose Deaths,"1,576",Indiana
2017,July,Number of Drug Overdose Deaths,"1,777",Indiana
2017,June,Number of Drug Overdose Deaths,"1,720",Indiana
2017,March,Number of Drug Overdose Deaths,"1,664",Indiana
2017,May,Number of Drug Overdose Deaths,"1,721",Indiana
2017,November,Number of Drug Overdose Deaths,"1,861",Indiana
2017,October,Number of Drug Overdose Deaths,"1,842",Indiana
2017,September,Number of Drug Overdose Deaths,"1,802",Indiana
2018,April,Number of Drug Overdose Deaths,"1,716",Indiana
2018,August,Number of Drug Overdose Deaths,"1,680",Indiana
2018,December,Number of Drug Overdose Deaths,"1,612",Indiana
2018,February,Number of Drug Overdose Deaths,"1,757",Indiana
2018,January,Number of Drug Overdose Deaths,"1,808",Indiana
2018,July,Number of Drug Overdose Deaths,"1,679",Indiana
2018,June,Number of Drug Overdose Deaths,"1,696",Indiana
2018,March,Number of Drug Overdose Deaths,"1,736",Indiana
2018,May,Number of Drug Overdose Deaths,"1,699",Indiana
2018,November,Number of Drug Overdose Deaths,"1,605",Indiana
2018,October,Number of Drug Overdose Deaths,"1,639",Indiana
2018,September,Number of Drug Overdose Deaths,"1,649",Indiana
2019,April,Number of Drug Overdose Deaths,"1,598",Indiana
2019,August,Number of Drug Overdose Deaths,"1,628",Indiana
2019,December,Number of Drug Overdose Deaths,"1,704",Indiana
2019,February,Number of Drug Overdose Deaths,"1,592",Indiana
2019,January,Number of Drug Overdose Deaths,"1,591",Indiana
2019,July,Number of Drug Overdose Deaths,"1,623",Indiana
2019,June,Number of Drug Overdose Deaths,"1,610",Indiana
2019,March,Number of Drug Overdose Deaths,"1,610",Indiana
2019,May,Number of Drug Overdose Deaths,"1,612",Indiana
2019,November,Number of Drug Overdose Deaths,"1,680",Indiana
2019,October,Number of Drug Overdose Deaths,"1,661",Indiana
2019,September,Number of Drug Overdose Deaths,"1,637",Indiana
2020,April,Number of Drug Overdose Deaths,"1,878",Indiana
2020,August,Number of Drug Overdose Deaths,"2,124",Indiana
2020,December,Number of Drug Overdose Deaths,"2,267",Indiana
2020,February,Number of Drug Overdose Deaths,"1,790",Indiana
2020,January,Number of Drug Overdose Deaths,"1,752",Indiana
2020,July,Number of Drug Overdose Deaths,"2,091",Indiana
2020,June,Number of Drug Overdose Deaths,"2,043",Indiana
2020,March,Number of Drug Overdose Deaths,"1,798",Indiana
2020,May,Number of Drug Overdose Deaths,"1,986",Indiana
2020,November,Number of Drug Overdose Deaths,"2,215",Indiana
2020,October,Number of Drug Overdose Deaths,"2,186",Indiana
2020,September,Number of Drug Overdose Deaths,"2,160",Indiana
2021,April,Number of Drug Overdose Deaths,"2,483",Indiana
2021,August,Number of Drug Overdose Deaths,"2,574",Indiana
2021,December,Number of Drug Overdose Deaths,"2,789",Indiana
2021,February,Number of Drug Overdose Deaths,"2,354",Indiana
2021,January,Number of Drug Overdose Deaths,"2,333",Indiana
2021,July,Number of Drug Overdose Deaths,"2,508",Indiana
2021,June,Number of Drug Overdose Deaths,"2,488",Indiana
2021,March,Number of Drug Overdose Deaths,"2,430",Indiana
2021,May,Number of Drug Overdose Deaths,"2,473",Indiana
2021,November,Number of Drug Overdose Deaths,"2,771",Indiana
2021,October,Number of Drug Overdose Deaths,"2,684",Indiana
2021,September,Number of Drug Overdose Deaths,"2,663",Indiana
2022,April,Number of Drug Overdose Deaths,"2,784",Indiana
2022,August,Number of Drug Overdose Deaths,"2,750",Indiana
2022,February,Number of Drug Overdose Deaths,"2,866",Indiana
2022,January,Number of Drug Overdose Deaths,"2,791",Indiana
2022,July,Number of Drug Overdose Deaths,"2,757",Indiana
2022,June,Number of Drug Overdose Deaths,"2,736",Indiana
2022,March,Number of Drug Overdose Deaths,"2,857",Indiana
2022,May,Number of Drug Overdose Deaths,"2,741",Indiana
2015,April,Number of Drug Overdose Deaths,332,Kansas
2015,August,Number of Drug Overdose Deaths,337,Kansas
2015,December,Number of Drug Overdose Deaths,323,Kansas
2015,February,Number of Drug Overdose Deaths,308,Kansas
2015,January,Number of Drug Overdose Deaths,312,Kansas
2015,July,Number of Drug Overdose Deaths,328,Kansas
2015,June,Number of Drug Overdose Deaths,330,Kansas
2015,March,Number of Drug Overdose Deaths,323,Kansas
2015,May,Number of Drug Overdose Deaths,337,Kansas
2015,November,Number of Drug Overdose Deaths,328,Kansas
2015,October,Number of Drug Overdose Deaths,334,Kansas
2015,September,Number of Drug Overdose Deaths,334,Kansas
2016,April,Number of Drug Overdose Deaths,312,Kansas
2016,August,Number of Drug Overdose Deaths,320,Kansas
2016,December,Number of Drug Overdose Deaths,313,Kansas
2016,February,Number of Drug Overdose Deaths,317,Kansas
2016,January,Number of Drug Overdose Deaths,313,Kansas
2016,July,Number of Drug Overdose Deaths,320,Kansas
2016,June,Number of Drug Overdose Deaths,319,Kansas
2016,March,Number of Drug Overdose Deaths,313,Kansas
2016,May,Number of Drug Overdose Deaths,305,Kansas
2016,November,Number of Drug Overdose Deaths,315,Kansas
2016,October,Number of Drug Overdose Deaths,312,Kansas
2016,September,Number of Drug Overdose Deaths,315,Kansas
2017,April,Number of Drug Overdose Deaths,317,Kansas
2017,August,Number of Drug Overdose Deaths,297,Kansas
2017,December,Number of Drug Overdose Deaths,323,Kansas
2017,February,Number of Drug Overdose Deaths,324,Kansas
2017,January,Number of Drug Overdose Deaths,327,Kansas
2017,July,Number of Drug Overdose Deaths,310,Kansas
2017,June,Number of Drug Overdose Deaths,301,Kansas
2017,March,Number of Drug Overdose Deaths,323,Kansas
2017,May,Number of Drug Overdose Deaths,317,Kansas
2017,November,Number of Drug Overdose Deaths,313,Kansas
2017,October,Number of Drug Overdose Deaths,316,Kansas
2017,September,Number of Drug Overdose Deaths,303,Kansas
2018,April,Number of Drug Overdose Deaths,322,Kansas
2018,August,Number of Drug Overdose Deaths,354,Kansas
2018,December,Number of Drug Overdose Deaths,341,Kansas
2018,February,Number of Drug Overdose Deaths,317,Kansas
2018,January,Number of Drug Overdose Deaths,319,Kansas
2018,July,Number of Drug Overdose Deaths,344,Kansas
2018,June,Number of Drug Overdose Deaths,347,Kansas
2018,March,Number of Drug Overdose Deaths,318,Kansas
2018,May,Number of Drug Overdose Deaths,332,Kansas
2018,November,Number of Drug Overdose Deaths,350,Kansas
2018,October,Number of Drug Overdose Deaths,347,Kansas
2018,September,Number of Drug Overdose Deaths,354,Kansas
2019,April,Number of Drug Overdose Deaths,368,Kansas
2019,August,Number of Drug Overdose Deaths,372,Kansas
2019,December,Number of Drug Overdose Deaths,380,Kansas
2019,February,Number of Drug Overdose Deaths,361,Kansas
2019,January,Number of Drug Overdose Deaths,348,Kansas
2019,July,Number of Drug Overdose Deaths,376,Kansas
2019,June,Number of Drug Overdose Deaths,374,Kansas
2019,March,Number of Drug Overdose Deaths,363,Kansas
2019,May,Number of Drug Overdose Deaths,371,Kansas
2019,November,Number of Drug Overdose Deaths,378,Kansas
2019,October,Number of Drug Overdose Deaths,366,Kansas
2019,September,Number of Drug Overdose Deaths,376,Kansas
2020,April,Number of Drug Overdose Deaths,383,Kansas
2020,August,Number of Drug Overdose Deaths,427,Kansas
2020,December,Number of Drug Overdose Deaths,473,Kansas
2020,February,Number of Drug Overdose Deaths,383,Kansas
2020,January,Number of Drug Overdose Deaths,387,Kansas
2020,July,Number of Drug Overdose Deaths,412,Kansas
2020,June,Number of Drug Overdose Deaths,396,Kansas
2020,March,Number of Drug Overdose Deaths,387,Kansas
2020,May,Number of Drug Overdose Deaths,391,Kansas
2020,November,Number of Drug Overdose Deaths,445,Kansas
2020,October,Number of Drug Overdose Deaths,449,Kansas
2020,September,Number of Drug Overdose Deaths,429,Kansas
2021,April,Number of Drug Overdose Deaths,557,Kansas
2021,August,Number of Drug Overdose Deaths,622,Kansas
2021,December,Number of Drug Overdose Deaths,682,Kansas
2021,February,Number of Drug Overdose Deaths,494,Kansas
2021,January,Number of Drug Overdose Deaths,477,Kansas
2021,July,Number of Drug Overdose Deaths,586,Kansas
2021,June,Number of Drug Overdose Deaths,576,Kansas
2021,March,Number of Drug Overdose Deaths,528,Kansas
2021,May,Number of Drug Overdose Deaths,563,Kansas
2021,November,Number of Drug Overdose Deaths,683,Kansas
2021,October,Number of Drug Overdose Deaths,662,Kansas
2021,September,Number of Drug Overdose Deaths,649,Kansas
2022,April,Number of Drug Overdose Deaths,706,Kansas
2022,August,Number of Drug Overdose Deaths,659,Kansas
2022,February,Number of Drug Overdose Deaths,701,Kansas
2022,January,Number of Drug Overdose Deaths,695,Kansas
2022,July,Number of Drug Overdose Deaths,694,Kansas
2022,June,Number of Drug Overdose Deaths,705,Kansas
2022,March,Number of Drug Overdose Deaths,702,Kansas
2022,May,Number of Drug Overdose Deaths,709,Kansas
2015,April,Number of Drug Overdose Deaths,"1,172",Kentucky
2015,August,Number of Drug Overdose Deaths,"1,208",Kentucky
2015,December,Number of Drug Overdose Deaths,"1,248",Kentucky
2015,February,Number of Drug Overdose Deaths,"1,121",Kentucky
2015,January,Number of Drug Overdose Deaths,"1,101",Kentucky
2015,July,Number of Drug Overdose Deaths,"1,211",Kentucky
2015,June,Number of Drug Overdose Deaths,"1,198",Kentucky
2015,March,Number of Drug Overdose Deaths,"1,152",Kentucky
2015,May,Number of Drug Overdose Deaths,"1,185",Kentucky
2015,November,Number of Drug Overdose Deaths,"1,240",Kentucky
2015,October,Number of Drug Overdose Deaths,"1,217",Kentucky
2015,September,Number of Drug Overdose Deaths,"1,233",Kentucky
2016,April,Number of Drug Overdose Deaths,"1,291",Kentucky
2016,August,Number of Drug Overdose Deaths,"1,404",Kentucky
2016,December,Number of Drug Overdose Deaths,"1,437",Kentucky
2016,February,Number of Drug Overdose Deaths,"1,228",Kentucky
2016,January,Number of Drug Overdose Deaths,"1,253",Kentucky
2016,July,Number of Drug Overdose Deaths,"1,376",Kentucky
2016,June,Number of Drug Overdose Deaths,"1,371",Kentucky
2016,March,Number of Drug Overdose Deaths,"1,253",Kentucky
2016,May,Number of Drug Overdose Deaths,"1,320",Kentucky
2016,November,Number of Drug Overdose Deaths,"1,395",Kentucky
2016,October,Number of Drug Overdose Deaths,"1,416",Kentucky
2016,September,Number of Drug Overdose Deaths,"1,411",Kentucky
2017,April,Number of Drug Overdose Deaths,"1,580",Kentucky
2017,August,Number of Drug Overdose Deaths,"1,575",Kentucky
2017,December,Number of Drug Overdose Deaths,"1,566",Kentucky
2017,February,Number of Drug Overdose Deaths,"1,545",Kentucky
2017,January,Number of Drug Overdose Deaths,"1,480",Kentucky
2017,July,Number of Drug Overdose Deaths,"1,568",Kentucky
2017,June,Number of Drug Overdose Deaths,"1,564",Kentucky
2017,March,Number of Drug Overdose Deaths,"1,552",Kentucky
2017,May,Number of Drug Overdose Deaths,"1,583",Kentucky
2017,November,Number of Drug Overdose Deaths,"1,594",Kentucky
2017,October,Number of Drug Overdose Deaths,"1,564",Kentucky
2017,September,Number of Drug Overdose Deaths,"1,566",Kentucky
2018,April,Number of Drug Overdose Deaths,"1,418",Kentucky
2018,August,Number of Drug Overdose Deaths,"1,372",Kentucky
2018,December,Number of Drug Overdose Deaths,"1,336",Kentucky
2018,February,Number of Drug Overdose Deaths,"1,490",Kentucky
2018,January,Number of Drug Overdose Deaths,"1,529",Kentucky
2018,July,Number of Drug Overdose Deaths,"1,380",Kentucky
2018,June,Number of Drug Overdose Deaths,"1,379",Kentucky
2018,March,Number of Drug Overdose Deaths,"1,450",Kentucky
2018,May,Number of Drug Overdose Deaths,"1,381",Kentucky
2018,November,Number of Drug Overdose Deaths,"1,369",Kentucky
2018,October,Number of Drug Overdose Deaths,"1,383",Kentucky
2018,September,Number of Drug Overdose Deaths,"1,381",Kentucky
2019,April,Number of Drug Overdose Deaths,"1,330",Kentucky
2019,August,Number of Drug Overdose Deaths,"1,307",Kentucky
2019,December,Number of Drug Overdose Deaths,"1,369",Kentucky
2019,February,Number of Drug Overdose Deaths,"1,320",Kentucky
2019,January,Number of Drug Overdose Deaths,"1,339",Kentucky
2019,July,Number of Drug Overdose Deaths,"1,341",Kentucky
2019,June,Number of Drug Overdose Deaths,"1,339",Kentucky
2019,March,Number of Drug Overdose Deaths,"1,332",Kentucky
2019,May,Number of Drug Overdose Deaths,"1,346",Kentucky
2019,November,Number of Drug Overdose Deaths,"1,320",Kentucky
2019,October,Number of Drug Overdose Deaths,"1,310",Kentucky
2019,September,Number of Drug Overdose Deaths,"1,300",Kentucky
2020,April,Number of Drug Overdose Deaths,"1,501",Kentucky
2020,August,Number of Drug Overdose Deaths,"1,876",Kentucky
2020,December,Number of Drug Overdose Deaths,"2,104",Kentucky
2020,February,Number of Drug Overdose Deaths,"1,418",Kentucky
2020,January,Number of Drug Overdose Deaths,"1,374",Kentucky
2020,July,Number of Drug Overdose Deaths,"1,789",Kentucky
2020,June,Number of Drug Overdose Deaths,"1,706",Kentucky
2020,March,Number of Drug Overdose Deaths,"1,447",Kentucky
2020,May,Number of Drug Overdose Deaths,"1,647",Kentucky
2020,November,Number of Drug Overdose Deaths,"2,044",Kentucky
2020,October,Number of Drug Overdose Deaths,"1,993",Kentucky
2020,September,Number of Drug Overdose Deaths,"1,943",Kentucky
2021,April,Number of Drug Overdose Deaths,"2,321",Kentucky
2021,August,Number of Drug Overdose Deaths,"2,341",Kentucky
2021,December,Number of Drug Overdose Deaths,"2,397",Kentucky
2021,February,Number of Drug Overdose Deaths,"2,218",Kentucky
2021,January,Number of Drug Overdose Deaths,"2,189",Kentucky
2021,July,Number of Drug Overdose Deaths,"2,313",Kentucky
2021,June,Number of Drug Overdose Deaths,"2,310",Kentucky
2021,March,Number of Drug Overdose Deaths,"2,271",Kentucky
2021,May,Number of Drug Overdose Deaths,"2,272",Kentucky
2021,November,Number of Drug Overdose Deaths,"2,418",Kentucky
2021,October,Number of Drug Overdose Deaths,"2,420",Kentucky
2021,September,Number of Drug Overdose Deaths,"2,389",Kentucky
2022,April,Number of Drug Overdose Deaths,"2,314",Kentucky
2022,August,Number of Drug Overdose Deaths,"2,299",Kentucky
2022,February,Number of Drug Overdose Deaths,"2,386",Kentucky
2022,January,Number of Drug Overdose Deaths,"2,381",Kentucky
2022,July,Number of Drug Overdose Deaths,"2,307",Kentucky
2022,June,Number of Drug Overdose Deaths,"2,295",Kentucky
2022,March,Number of Drug Overdose Deaths,"2,365",Kentucky
2022,May,Number of Drug Overdose Deaths,"2,295",Kentucky
2015,April,Number of Drug Overdose Deaths,796,Louisiana
2015,August,Number of Drug Overdose Deaths,823,Louisiana
2015,December,Number of Drug Overdose Deaths,875,Louisiana
2015,February,Number of Drug Overdose Deaths,785,Louisiana
2015,January,Number of Drug Overdose Deaths,782,Louisiana
2015,July,Number of Drug Overdose Deaths,825,Louisiana
2015,June,Number of Drug Overdose Deaths,802,Louisiana
2015,March,Number of Drug Overdose Deaths,784,Louisiana
2015,May,Number of Drug Overdose Deaths,803,Louisiana
2015,November,Number of Drug Overdose Deaths,853,Louisiana
2015,October,Number of Drug Overdose Deaths,834,Louisiana
2015,September,Number of Drug Overdose Deaths,838,Louisiana
2016,April,Number of Drug Overdose Deaths,893,Louisiana
2016,August,Number of Drug Overdose Deaths,979,Louisiana
2016,December,Number of Drug Overdose Deaths,"1,004",Louisiana
2016,February,Number of Drug Overdose Deaths,901,Louisiana
2016,January,Number of Drug Overdose Deaths,890,Louisiana
2016,July,Number of Drug Overdose Deaths,962,Louisiana
2016,June,Number of Drug Overdose Deaths,941,Louisiana
2016,March,Number of Drug Overdose Deaths,894,Louisiana
2016,May,Number of Drug Overdose Deaths,899,Louisiana
2016,November,Number of Drug Overdose Deaths,"1,012",Louisiana
2016,October,Number of Drug Overdose Deaths,"1,021",Louisiana
2016,September,Number of Drug Overdose Deaths,997,Louisiana
2017,April,Number of Drug Overdose Deaths,"1,036",Louisiana
2017,August,Number of Drug Overdose Deaths,"1,020",Louisiana
2017,December,Number of Drug Overdose Deaths,"1,102",Louisiana
2017,February,Number of Drug Overdose Deaths,"1,010",Louisiana
2017,January,Number of Drug Overdose Deaths,"1,015",Louisiana
2017,July,Number of Drug Overdose Deaths,"1,007",Louisiana
2017,June,Number of Drug Overdose Deaths,"1,016",Louisiana
2017,March,Number of Drug Overdose Deaths,"1,020",Louisiana
2017,May,Number of Drug Overdose Deaths,"1,030",Louisiana
2017,November,Number of Drug Overdose Deaths,"1,059",Louisiana
2017,October,Number of Drug Overdose Deaths,"1,015",Louisiana
2017,September,Number of Drug Overdose Deaths,"1,014",Louisiana
2018,April,Number of Drug Overdose Deaths,"1,174",Louisiana
2018,August,Number of Drug Overdose Deaths,"1,202",Louisiana
2018,December,Number of Drug Overdose Deaths,"1,167",Louisiana
2018,February,Number of Drug Overdose Deaths,"1,136",Louisiana
